ate,std_error,ci_lower,ci_upper,p_value,nobs,folds,split_strategy,covariance_type,nuisance_model_y,nuisance_model_t,spec_label,treatment_column,outcome_column,group_column,cluster_column,control_columns
-129.92853025432376,48.089448449491826,-224.1821172517233,-35.67494325692424,0.006896325557751576,1456,5,GroupKFold(pku_city_code),cluster(pku_city_code),GradientBoostingRegressor,GradientBoostingRegressor,scenario_b_no_population_total_clustered,digital_inclusive_finance_index,co2_emission_total,pku_city_code,pku_city_code,"gdp_total, secondary_industry_share, fiscal_expenditure"
