model,outcome_column,outcome_label_cn,outcome_label_en,treatment_column,true_ate,placebo_mean,placebo_std,placebo_q025,placebo_median,placebo_q975,empirical_p_value,permutations,nobs,folds,split_strategy,covariance_type,control_columns,caveat
DML_residual_permutation_placebo_candidate,co2_emission_intensity,碳排放强度,Carbon emission intensity,digital_inclusive_finance_index,-0.054088977915864256,0.0009154888991141931,0.01833432389207326,-0.03506230348403465,0.0013064317872720065,0.035882478242844684,0.003992015968063872,500,1456,5,GroupKFold(pku_city_code),cluster(pku_city_code),"gdp_total, secondary_industry_share, fiscal_expenditure",Candidate residual-permutation placebo only; final robustness should rerun after sample and specification lock.
