variable_name,coefficient,std_error,ci_lower,ci_upper,p_value,nobs
sum_policy_strength_city_year,10.47577025847667,2.7582700482286158,5.069660304313025,15.881880212640315,0.00014589805764881505,290
mean_execution_clarity_city_year,26.189425703076555,6.895675215511012,12.674150631589496,39.70470077456361,0.0001458980835650185,290
mean_digital_green_synergy_city_year,26.189425703076555,6.895675215511012,12.674150631589496,39.70470077456361,0.0001458980835650185,290
