iteration,placebo_ate,placebo_std_error,placebo_p_value,true_ate,outcome_column,treatment_column
220,0.004385344180282209,0.015109804219834603,0.771638985552903,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
221,-0.020246303647214203,0.019261524547691453,0.29320038098690127,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
222,0.0009892215750899845,0.013934129378951,0.9434035592013147,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
223,0.009972371348611722,0.01482127628090298,0.5010480646402645,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
224,0.014597421933798852,0.021220239275072685,0.4915151827154597,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
225,-0.006103201619312253,0.01663198468896061,0.7136520609772898,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
226,0.01988567841554491,0.019724280414619072,0.3133667583174967,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
227,-0.025335294760447866,0.022039076778906312,0.25032413775117623,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
228,0.02681172544920833,0.016815680096650045,0.11083575605470761,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
229,0.005403069362010596,0.012058305552194089,0.654096430446174,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
230,-0.014323989391041295,0.024771163964580584,0.5630936067143991,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
231,0.015313790557265415,0.024023783070590415,0.5238363755935012,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
232,0.024020954976878024,0.011639982994370067,0.039050064924073896,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
233,0.03580789029640617,0.015067464741910924,0.017477571686337793,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
234,0.034728531692187,0.01642842135914598,0.03452125204984908,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
235,-0.01014568565668484,0.01496799528160807,0.49788247763419136,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
236,-0.008425234774276225,0.02208490771210606,0.7028375626104681,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
237,0.013490019344414553,0.01852630834473786,0.46651886446645097,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
238,-0.009527405061576386,0.025923844207535213,0.713234805640997,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
239,0.015808140113257232,0.014019614984033712,0.2595002710483618,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
240,-0.022154844391537577,0.012822362576570387,0.08401896365468103,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
241,-0.0009744230531568006,0.014855087743977336,0.9477000784880675,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
242,0.023610881921580836,0.02203395046385406,0.28391399672216067,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
243,0.005843453373209902,0.017308219377824646,0.7356559980179427,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
244,-0.005320278611504332,0.015326075775143184,0.7284868956965918,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
245,-0.008984861624580832,0.018821537295606785,0.6330977511971048,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
246,-0.01082178629704397,0.01689397045488961,0.521801494254022,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
247,-0.0003186079157123812,0.013652523981461483,0.9813815185667818,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
248,0.018538497803870874,0.021036881252781532,0.3781890506403759,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
249,0.016644947862418415,0.016263452583912957,0.30609172002916774,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
250,-0.010544356623078007,0.018782505044216295,0.5745300261986133,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
251,0.005694777902399816,0.014571334694390951,0.6959298401933887,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
252,-0.006599192991954486,0.018088816027956964,0.7152444900593147,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
253,-0.008471271689460842,0.01340752860574319,0.5274983146577024,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
254,0.022548180973132374,0.014292907938430981,0.11466252783827463,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
255,0.001239489471319237,0.01620468477885406,0.9390296066618419,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
256,0.005738809043046084,0.012994218175673955,0.6587473651938962,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
257,-0.019163395249114375,0.017193450664604287,0.2650324643868345,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
258,-0.0008530648877282145,0.017319445957363247,0.9607162842681619,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
259,-0.0235736975758573,0.019539609167590077,0.22764134285702786,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
260,0.035949962575336676,0.031455547735360384,0.2530878078131834,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
261,-0.0036089006049626515,0.013128013478633207,0.7833924994857718,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
262,0.007374101471802982,0.01517088342755187,0.6269179959292388,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
263,0.021230763546214986,0.02169527874603276,0.32778304159228466,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
264,0.037621211000953114,0.020237338932089125,0.06302715290863828,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
265,0.003916327233790795,0.0160086054526698,0.8067360603145519,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
266,-0.0026377749692674517,0.018515720739088592,0.8867155892570747,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
267,0.011747707378203576,0.01966998131102322,0.5503468941570304,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
268,-0.03132323409155228,0.02174434023230213,0.14971933336746943,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
269,1.9549778873034426e-05,0.014151223721510849,0.9988977305372861,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
270,0.0030116247469130263,0.0159181227343834,0.8499402070809458,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
271,0.007956106184116313,0.017565607769409648,0.6505944146246423,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
272,0.02131484565225359,0.0224578082198364,0.34256658707417975,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
273,-0.007981824227665546,0.014953952427436707,0.5935074721086568,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
274,0.028467448044727617,0.015351153279759439,0.06367944600481963,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
275,0.01608670769333502,0.015166616356013995,0.28884191487410127,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
276,0.02019541386634079,0.01499635585603644,0.1780807087926063,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
277,0.01482171093036373,0.012846581445087796,0.24860371313685858,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
278,-0.0020385439918860103,0.012533542733233663,0.8707963245668756,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
279,-0.014182269309580404,0.020766933758845023,0.49465389877177146,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
280,-0.02448120290085625,0.014171048618935443,0.08406883410633503,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
281,-0.020160130540668744,0.020375937048935425,0.3224631919497145,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
282,-0.012182260086910571,0.022101832927518446,0.5815049604041549,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
283,-0.024436392017807614,0.01873551203628563,0.19213743369915726,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
284,-0.013597009742240491,0.014391253314454828,0.3447555415237501,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
285,-0.0075809251278012415,0.015406644922839535,0.6226800747187677,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
286,0.0059243063538027795,0.016950355958503735,0.7267070207796552,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
287,0.01913347630135712,0.015679004623717362,0.22234181749738546,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
288,0.006460460510281039,0.014986337710712542,0.6664029224333827,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
289,0.008844452529781893,0.012550372425132905,0.48098678014212126,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
290,-0.028345731139583226,0.01844276514813769,0.12430391741454143,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
291,0.016222191404418846,0.015243479912951316,0.28723572766504935,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
292,-0.02109421938132488,0.014001982328721957,0.13193459856419054,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
293,0.016417070040077905,0.02513564835035005,0.5136667276925604,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
294,-0.01230929736038154,0.01648234160830814,0.45517386955225636,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
295,0.011668156286869435,0.013479063789454612,0.38668193523581407,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
296,-0.015080246847949908,0.013948407000458513,0.2796327349219496,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
297,0.011334969695306982,0.014735397159577581,0.4417543616328635,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
298,0.029373983122009707,0.019847234051059554,0.13887221498771632,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
299,-0.0013821514690942572,0.015246354461957608,0.9277670822542149,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
300,0.01915712616202097,0.015655161580951434,0.22106771126264058,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
301,0.00668881570201226,0.015492053216634225,0.6659174117873283,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
302,-0.014909010943361846,0.014345726985624339,0.29868154058444385,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
303,0.011956240684348252,0.015465153487450273,0.4394582066716035,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
304,-0.008908375878854414,0.016673308058550843,0.5931411538535578,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
305,0.002495537153666228,0.018151140148122226,0.8906462444029644,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
306,-0.01158664168572363,0.015339632441881083,0.4500448586073694,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
307,-0.011725256940508463,0.021366158125768628,0.5831584710796469,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
308,0.03203631619276764,0.027804395597970797,0.24923754446529245,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
309,-0.02204465703957938,0.015572874049143275,0.15689836004262223,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
310,-0.021574573012990036,0.01506338748714713,0.15207159778891727,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
311,0.010075366463626766,0.01990335550189461,0.6127061012902412,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
312,-0.009581513051236078,0.019045993258744138,0.6149133886735343,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
313,0.010718671422056543,0.012781021666077998,0.40167155867616555,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
314,0.015522005381553568,0.016443165055217236,0.34518029028753394,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
315,0.01441438956502078,0.013645506303409343,0.29080971323404947,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
316,0.009448538130356721,0.016805032937455028,0.5739494141956545,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
317,0.007820370195118389,0.015543936134020001,0.6148842006307369,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
318,0.007604704802608429,0.015709364896853317,0.6283238794604649,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
319,0.034223161191423934,0.021754349499476217,0.11568083052012228,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
320,0.019040523928192117,0.013667976221706624,0.16359693617954052,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
321,0.003918960447449866,0.015508813679031272,0.8005058665557583,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
322,0.0098619494135191,0.014948612006555591,0.5094313355803105,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
323,0.022017495172321357,0.014179951785212207,0.1204900347609879,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
324,-0.013467131345271314,0.017296301783535722,0.4362075169969174,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
325,-0.004663631543187453,0.01460467206448858,0.7494803554618843,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
326,-0.00699513714275639,0.01722362692288507,0.684642581815552,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
327,0.04778388530858004,0.017569976173979814,0.006535442591952257,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
328,0.012921427422018126,0.018925397819434232,0.49476108698627597,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
329,0.005188797942141211,0.014835162770505561,0.7265162195571495,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
330,0.003338326307727484,0.018081542476572707,0.853522241952712,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
331,-0.03928481119044888,0.01818915004561671,0.03078864564657463,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
332,0.023056124572101728,0.014927520131366728,0.12245801262855356,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
333,0.0036299887487986834,0.015390760882211132,0.81354514558264,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
334,-0.011167746406291531,0.015045333307889479,0.4579218780255736,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
335,0.01359876110904025,0.014551728477373752,0.3500399826056857,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
336,-0.033957911510339944,0.01813401216430012,0.0611224195268684,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
337,0.02772424696038896,0.017289666063815122,0.10882089703056513,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
338,0.003269912596240417,0.017313149360241763,0.8501956993907775,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
339,0.025478266101360024,0.01718780355249984,0.13824834330183602,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
340,0.01040285689591473,0.015479775339334837,0.5015652775388968,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
341,0.05161357713181637,0.02609913536577371,0.04797416492619543,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
342,-0.01944704838993458,0.015996102877108623,0.22408526123968686,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
343,0.010229652063027516,0.012475900420794432,0.41224289720797824,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
344,-0.0014194028159058248,0.015314018877523759,0.9261526220085228,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
345,-0.009225427457372086,0.015356090575000179,0.5479954039039558,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
346,-0.003496478042694851,0.013810777699784324,0.8001366548519838,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
347,-0.01063401208146927,0.0186895519717824,0.5693685943114447,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
348,-0.022707315387821225,0.018361712791901352,0.2162109145288783,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
349,-0.027688756297569207,0.015766911637140734,0.07906610797816584,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
350,0.0008696319930207863,0.015174874602251141,0.954300358018244,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
351,0.02853129889114138,0.017955670850863657,0.1120636881669001,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
352,-0.0037681397711916914,0.015558788387006911,0.8086350940459317,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
353,-0.04285820644351716,0.022277011763300783,0.05437013854875321,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
354,0.012327995589845181,0.023012977344885166,0.5921675969071913,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
355,-0.02558806786739093,0.016963584411775437,0.13144921049801006,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
356,-0.0002529388254910933,0.014246620056854802,0.985834859019094,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
357,-0.016910530109524653,0.019760689860035038,0.39212712466864397,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
358,-0.0019249779425489413,0.018227713914285744,0.9158940069798538,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
359,-0.008449689268896866,0.019587927440390698,0.6661976892332406,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
360,0.022959898300809654,0.016511414497683067,0.16436283015024056,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
361,0.015606888493156291,0.019231820267281294,0.4170706429252319,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
362,0.03394286201751569,0.016620028098660623,0.041123102529527264,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
363,-0.009360231841788953,0.015259233459748405,0.5396024403764281,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
364,-0.002218590254477378,0.012942603220564475,0.8638954002341745,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
365,-0.006227543140551393,0.01433959127656623,0.6640777610823534,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
366,-0.03398782758500343,0.027052400958437407,0.20898181852232,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
367,0.03275176906998999,0.01902545730580243,0.08516542774901167,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
368,-0.0023111835929938377,0.015702023848358993,0.882981917615227,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
369,0.009837509006225254,0.017953160025977802,0.5837233679694065,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
370,-0.0030940529638181415,0.016561657644598028,0.851801571969951,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
371,-0.022250130688323592,0.020468673634810648,0.27702207513478305,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
372,0.04399252280429311,0.025088869665962844,0.0795217576538354,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
373,0.02501711002982702,0.01524499489888959,0.10079641574794444,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
374,0.032984042137688824,0.020671509050898696,0.11057183453106255,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
375,0.0008003687051322166,0.019143800004804576,0.9666515611900796,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
376,0.003946296398239656,0.016932363842923914,0.8157129952885798,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
377,0.0021619403252036385,0.014903089385275792,0.8846582982421819,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
378,-0.0025255056910202037,0.016324411406724155,0.8770520709448691,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
379,0.016708456214049996,0.011869892002580922,0.15923965760773895,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
380,-0.01696126522180805,0.023667185618791296,0.47358547807460316,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
381,-0.02841547460561572,0.016837466485436613,0.0914815803248534,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
382,0.01666889484108223,0.01529717748197439,0.27585797530233835,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
383,-0.012722413180720534,0.012872679639764044,0.32299266588608655,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
384,-0.016548596292286034,0.016100677258223565,0.30403455936346857,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
385,0.006032276720761629,0.0201064960524682,0.7641647159932858,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
386,0.002744018649773848,0.02265414556322455,0.9035907947383716,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
387,-0.016500819611115457,0.017725077181441496,0.3518893806034734,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
388,0.014260645296211806,0.02057903413814083,0.4883286221805191,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
389,-0.022970006728038003,0.020808793453922163,0.2696536227993669,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
390,-0.004305267713212969,0.01363019558676428,0.7521068731403693,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
391,0.017310696291231303,0.0160385114623992,0.2804448195103165,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
392,-0.018630086702910612,0.016832107134945932,0.26837243035195557,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
393,0.009101509157811369,0.015604142185510041,0.5597080545538662,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
394,-0.03449487338366049,0.029269787342640286,0.23859149268810975,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
395,-0.021354901047738385,0.02023412496088995,0.29124681589118495,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
396,0.027328405292646275,0.016943063639090056,0.10675420671706622,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
397,-0.018113945075180354,0.021704772804439297,0.40396523519498273,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
398,-0.012203166751159676,0.017152061974301153,0.47679342420932014,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
399,0.01910043224986566,0.025113374576325856,0.4469150635711421,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
400,-0.008385613547811414,0.017390960739792013,0.6296764453943213,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
401,0.0064469017533910645,0.018542504142629455,0.728078739623852,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
402,0.014606546807030276,0.021281294671940412,0.49248856883800185,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
403,0.009834699028112086,0.013719009153382852,0.4734564313932066,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
404,0.0027443771788387052,0.01337293881655389,0.837401256385604,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
405,-0.024530883387571527,0.013692034974355437,0.0731943291459095,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
406,0.0011792962283235491,0.014960745901135337,0.9371709982887643,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
407,-0.009497384920990606,0.014680073124192875,0.5176593832711234,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
408,0.008255219132118774,0.016916420575981417,0.6255495944043323,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
409,-0.000821384125184673,0.017409111292802922,0.9623687486406136,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
410,-0.016634081292484053,0.017723697072270096,0.3479761680686332,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
411,0.004326379375378267,0.016748876842364032,0.7961687290157001,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
412,3.3107502457339726e-05,0.018529607474620985,0.9985743923049376,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
413,0.007801760644330694,0.015628372861213866,0.6176350279668612,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
414,0.041607264480989926,0.01650984791208364,0.011730541350826068,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
415,0.0074731823847134955,0.017134664100357914,0.6627321939236458,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
416,0.026211864272696523,0.016620058309954867,0.11476739133387528,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
417,0.02506585670553068,0.019582521930243752,0.20054102974267518,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
418,0.01989898434345906,0.02278959209161598,0.3825752972747545,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
419,0.00890347248720331,0.019592706613730047,0.6495208763475362,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
420,0.005796653762807575,0.01604441519767367,0.7178842060169874,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
421,-0.017662959706430403,0.023814172583869083,0.4582694277094016,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
422,-0.03558987913220869,0.019187022345990137,0.0636114654211334,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
423,-0.020314736106863258,0.01827452933039482,0.2662920648882877,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
424,-0.007542799514279884,0.015245437787248357,0.6207710841569878,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
425,0.0033144290841361293,0.01969626345386878,0.8663653288756641,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
426,-0.020059694898411466,0.014827470459411674,0.17609598108334834,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
427,0.013233002194880831,0.018894830285523474,0.4837084955842539,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
428,-0.008238386698625364,0.014434313732203146,0.5681690200633627,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
429,-0.008886153931605805,0.015112445933874041,0.5565307062176856,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
430,0.0100938616740727,0.013001690970111968,0.43754240871883354,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
431,-0.013526762081380693,0.030004549528174825,0.6521166174751692,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
432,-0.007653410115385279,0.01471054152081394,0.6028774546411391,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
433,0.02094586233952567,0.022061697169863913,0.34240598659323185,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
434,-0.03749608506281815,0.020366655900670893,0.06561384898349033,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
435,-0.0076579806208659645,0.016649557334682985,0.6455513889026447,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
436,0.002194846562772433,0.0160013164382238,0.8908990913359679,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
437,-0.0013522575881523484,0.018616174363557187,0.9420935066444741,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
438,0.01182534151809891,0.019447652465586752,0.5431476135832082,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
439,-0.010553213278229317,0.015991127093668275,0.5092911753959889,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
440,0.0031658473749977475,0.017229484348343028,0.8542127867559536,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
441,-0.009841357164642812,0.01834879893925625,0.591717476894827,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
442,0.028163141851567184,0.022486403563288952,0.21040519647179545,-0.054088977915864256,co2_emission_intensity,digital_inclusive_finance_index
