ate,std_error,ci_lower,ci_upper,p_value,nobs,folds,split_strategy,covariance_type,nuisance_model_y,nuisance_model_t,spec_label,treatment_column,outcome_column,group_column,cluster_column,control_columns,outcome_label_cn,outcome_label_en,control_spec
-0.0540340756061999,0.0209531241639823,-0.0951014443312013,-0.0129667068811986,0.0099141991777455,1456,5,GroupKFold(pku_city_code),cluster(pku_city_code),GradientBoostingRegressor,GradientBoostingRegressor,scenario_b_no_population_clustered,digital_inclusive_finance_index,co2_emission_intensity,pku_city_code,pku_city_code,"gdp_total, secondary_industry_share, fiscal_expenditure",碳排放强度,Carbon Emission Intensity,"gdp_total, secondary_industry_share, fiscal_expenditure"
-129.92853025432376,48.08944844949183,-224.1821172517233,-35.67494325692424,0.0068963255577515,1456,5,GroupKFold(pku_city_code),cluster(pku_city_code),GradientBoostingRegressor,GradientBoostingRegressor,scenario_b_no_population_total_clustered,digital_inclusive_finance_index,co2_emission_total,pku_city_code,pku_city_code,"gdp_total, secondary_industry_share, fiscal_expenditure",碳排放总量,Carbon Emission Total,"gdp_total, secondary_industry_share, fiscal_expenditure"
