model,outcome_column,outcome_label_cn,outcome_label_en,treatment_column,coefficient,std_error,ci_lower,ci_upper,p_value,nobs,r_squared,control_columns,city_fixed_effects,year_fixed_effects,entity_column,time_column,cluster_column,caveat
OLS_TWFE_candidate,co2_emission_intensity,碳排放强度,Carbon emission intensity,digital_inclusive_finance_index,-0.06676497036192826,0.02041856065876466,-0.10678461386925343,-0.026745326854603083,0.00107616827394916,1456,0.9939943687179574,"gdp_total, secondary_industry_share, fiscal_expenditure",True,True,pku_city_code,year,pku_city_code,Candidate robustness comparison only; does not replace the DML main specification.
OLS_TWFE_candidate,co2_emission_total,碳排放总量,Total carbon emissions,digital_inclusive_finance_index,48.34822560258917,28.138541748896067,-6.80230280272383,103.49875400790216,0.08575636268532183,1456,0.9960652667310519,"gdp_total, secondary_industry_share, fiscal_expenditure",True,True,pku_city_code,year,pku_city_code,Candidate robustness comparison only; does not replace the DML main specification.
