ate,std_error,ci_lower,ci_upper,p_value,nobs,folds,split_strategy,covariance_type,nuisance_model_y,nuisance_model_t,spec_label,treatment_column,outcome_column,group_column,cluster_column,control_columns
-0.054034075606199994,0.02095312416398238,-0.09510144433120138,-0.012966706881198602,0.009914199177745516,1456,5,GroupKFold(pku_city_code),cluster(pku_city_code),GradientBoostingRegressor,GradientBoostingRegressor,scenario_b_no_population_clustered,digital_inclusive_finance_index,co2_emission_intensity,pku_city_code,pku_city_code,"gdp_total, secondary_industry_share, fiscal_expenditure"
